iter,iter_best_length,global_best_length
0,402.83040306394474,402.83040306394474
1,397.503720684598,397.503720684598
2,400.6961136507006,397.503720684598
3,392.3751649771264,392.3751649771264
4,394.4128966553431,392.3751649771264
5,394.4128966553431,392.3751649771264
6,387.85653369425063,387.85653369425063
7,391.22963937605647,387.85653369425063
8,390.499887912983,387.85653369425063
9,390.5158219489414,387.85653369425063
10,390.4602835988887,387.85653369425063
11,390.46028359888874,387.85653369425063
12,390.4602835988887,387.85653369425063
13,390.4602835988887,387.85653369425063
14,390.4433328235008,387.85653369425063
15,390.4602835988887,387.85653369425063
16,390.44333282350084,387.85653369425063
17,390.4602835988887,387.85653369425063
18,390.4602835988887,387.85653369425063
19,390.4602835988887,387.85653369425063
20,389.85124981255785,387.85653369425063
21,389.70120207891665,387.85653369425063
22,387.60327982475417,387.60327982475417
23,390.4602835988887,387.60327982475417
24,390.4602835988887,387.60327982475417
25,390.4602835988887,387.60327982475417
26,390.4602835988887,387.60327982475417
27,390.4602835988887,387.60327982475417
28,390.4602835988887,387.60327982475417
29,390.4602835988887,387.60327982475417
30,390.46028359888874,387.60327982475417
31,390.4602835988887,387.60327982475417
32,390.4602835988887,387.60327982475417
33,390.4602835988887,387.60327982475417
34,390.4602835988887,387.60327982475417
35,390.4602835988887,387.60327982475417
36,390.4602835988887,387.60327982475417
37,390.4602835988887,387.60327982475417
38,390.4602835988887,387.60327982475417
39,391.05223704396116,387.60327982475417
40,390.4602835988887,387.60327982475417
41,390.4602835988887,387.60327982475417
42,390.4602835988887,387.60327982475417
43,390.4602835988887,387.60327982475417
44,390.4602835988887,387.60327982475417
45,390.4602835988887,387.60327982475417
46,390.4602835988887,387.60327982475417
47,391.2935703873082,387.60327982475417
48,390.4602835988887,387.60327982475417
49,386.7324610620254,386.7324610620254
50,390.4602835988887,386.7324610620254
51,390.4602835988887,386.7324610620254
52,387.6032798247542,386.7324610620254
53,390.4602835988887,386.7324610620254
54,390.4602835988887,386.7324610620254
55,387.6032798247542,386.7324610620254
56,391.22963937605647,386.7324610620254
57,390.46028359888874,386.7324610620254
58,390.4602835988887,386.7324610620254
59,390.90845306583725,386.7324610620254
60,391.0522370439612,386.7324610620254
61,391.05223704396116,386.7324610620254
62,387.6032798247542,386.7324610620254
63,387.6032798247542,386.7324610620254
64,390.46028359888874,386.7324610620254
65,390.4602835988887,386.7324610620254
66,390.4602835988887,386.7324610620254
67,390.4602835988887,386.7324610620254
68,390.4602835988887,386.7324610620254
69,391.2935703873082,386.7324610620254
70,390.4602835988887,386.7324610620254
71,390.4602835988887,386.7324610620254
72,390.4602835988887,386.7324610620254
73,390.4602835988887,386.7324610620254
74,387.6032798247542,386.7324610620254
75,391.22963937605647,386.7324610620254
76,390.4602835988887,386.7324610620254
77,391.05223704396116,386.7324610620254
78,390.4602835988887,386.7324610620254
79,390.4602835988887,386.7324610620254
80,387.6032798247542,386.7324610620254
81,390.4602835988887,386.7324610620254
82,390.4602835988887,386.7324610620254
83,390.4602835988887,386.7324610620254
84,390.4602835988887,386.7324610620254
85,391.29357038730814,386.7324610620254
86,391.2935703873082,386.7324610620254
87,390.4602835988887,386.7324610620254
88,390.4602835988887,386.7324610620254
89,390.4602835988887,386.7324610620254
90,390.4602835988887,386.7324610620254
91,391.2935703873082,386.7324610620254
92,390.4602835988887,386.7324610620254
93,390.4602835988887,386.7324610620254
94,390.46028359888874,386.7324610620254
95,390.44333282350084,386.7324610620254
96,390.46028359888874,386.7324610620254
97,390.46028359888874,386.7324610620254
98,390.4602835988887,386.7324610620254
99,390.4602835988887,386.7324610620254
100,390.4602835988887,386.7324610620254
101,390.46028359888874,386.7324610620254
102,390.4602835988887,386.7324610620254
103,390.4602835988887,386.7324610620254
104,387.6032798247542,386.7324610620254
105,390.4602835988887,386.7324610620254
106,390.4602835988887,386.7324610620254
107,390.4602835988887,386.7324610620254
108,390.4602835988887,386.7324610620254
109,390.4602835988887,386.7324610620254
110,390.4602835988887,386.7324610620254
111,390.4602835988887,386.7324610620254
112,390.4602835988887,386.7324610620254
113,390.4602835988887,386.7324610620254
114,390.46028359888874,386.7324610620254
115,390.4602835988887,386.7324610620254
116,390.4602835988887,386.7324610620254
117,390.4602835988887,386.7324610620254
118,390.4602835988887,386.7324610620254
119,390.4602835988887,386.7324610620254
120,390.4602835988887,386.7324610620254
121,390.4602835988887,386.7324610620254
122,390.4602835988887,386.7324610620254
123,390.4602835988887,386.7324610620254
124,390.4602835988887,386.7324610620254
125,390.4602835988887,386.7324610620254
126,390.4602835988887,386.7324610620254
127,387.6032798247543,386.7324610620254
128,390.4602835988887,386.7324610620254
129,390.4602835988887,386.7324610620254
130,390.4602835988887,386.7324610620254
131,391.2296393760564,386.7324610620254
132,390.4602835988887,386.7324610620254
133,390.7220685752867,386.7324610620254
134,390.4602835988887,386.7324610620254
135,387.6032798247542,386.7324610620254
136,390.4602835988887,386.7324610620254
137,390.4602835988887,386.7324610620254
138,390.4602835988887,386.7324610620254
139,390.4602835988887,386.7324610620254
