0.000000000000000000e+00,1.617472169775510671e-02,1.818989403545856476e-12,2.126407814206270013e-12,1.332644548654225806e-09,1.905644492542383267e-12,2.183309994068494651e-03,3.541610422603850943e-03,1.644657918423689827e-05,2.351530589702795415e-12,3.927153203086228837e-05,3.438402512472931450e-12,3.845084409606988044e-12,2.862348273000617813e-11,2.557663652482251803e-12,1.845050912149955036e-01,1.820449299893350803e-01,2.037927804853465266e-03,1.640689617037167792e-05,1.818989403545856476e-12
1.617472169775510671e-02,0.000000000000000000e+00,1.826296488940289866e-12,1.818989403545856476e-12,3.117979760535897604e-03,3.939063686581903926e-12,1.574120975830794760e-11,5.859398171849879345e-12,5.447895187697665358e-12,2.564936989737162318e-03,1.617788920538011654e-01,1.920259382413984790e-05,2.439026189531873223e-03,1.947032607243329438e-01,3.911872154269394627e-09,2.254124300083777416e-03,7.507563959181460037e-03,5.165929726679454428e-11,2.866221320244260208e-12,5.242313673618808759e-09
1.818989403545856476e-12,1.826296488940289866e-12,0.000000000000000000e+00,1.076904433833602214e-09,1.270205106880702428e-01,1.676947588611099604e-02,2.909473059246497559e-02,4.435626470476381206e-11,6.220752495433769930e-05,1.057122518592114313e-03,6.214815123719000158e-04,4.371750103667969942e-12,1.219827116509092022e-03,7.413490202721639961e-06,1.415707390212066555e-02,1.139527138501872070e-09,1.818989403545856476e-12,1.196441526087948240e-06,5.268816828035328623e-03,1.952798587405454311e-01
2.126407814206270013e-12,1.818989403545856476e-12,1.076904433833602214e-09,0.000000000000000000e+00,4.772968733288768185e-04,1.528131110244846172e-02,6.485435725693950576e-03,1.374143649962761837e-01,8.029636066693835930e-11,1.636031458278429368e-05,4.164862579349456821e-11,9.523228647462324324e-04,8.415711231113971177e-06,3.154540680636530402e-05,2.582482115924475408e-02,2.703456152880269817e-02,1.788586494601881539e-06,1.770314833618552852e-01,8.641965472460258452e-09,3.585611213564490005e-11
1.332644548654225806e-09,3.117979760535897604e-03,1.270205106880702428e-01,4.772968733288768185e-04,0.000000000000000000e+00,5.952441987484739967e-03,2.516380133388401719e-02,8.239061283382042081e-10,3.173450101078568580e-06,1.685749374442029958e-05,8.149737983526833107e-04,4.295155985265558734e-12,1.167427904755627150e-03,1.382142988111508407e-11,6.799058926684507786e-02,2.842272473888462803e-05,1.818989403545856476e-12,1.483724214619276116e-01,1.043381848641408705e-02,1.054582606605425778e-10
1.905644492542383267e-12,3.939063686581903926e-12,1.676947588611099604e-02,1.528131110244846172e-02,5.952441987484739967e-03,0.000000000000000000e+00,1.656912364482895916e-02,8.718240464453141207e-11,8.999010855571553097e-12,2.066246347028187162e-12,7.997299517106166129e-09,7.974195696829283021e-10,3.911733673724068557e-09,1.818989403545856476e-12,1.952798587406024411e-01,6.910880701607799724e-08,1.818989403545856476e-12,2.003389237967394872e-03,1.382043363213696363e-01,4.996986683249119311e-04
2.183309994068494651e-03,1.574120975830794760e-11,2.909473059246497559e-02,6.485435725693950576e-03,2.516380133388401719e-02,1.656912364482895916e-02,0.000000000000000000e+00,1.959208070428781340e-02,5.326718470523171458e-04,1.093303898237628496e-01,6.731737340302894161e-03,1.256258233859822160e-02,8.147772760089587452e-02,2.871892139871098742e-11,4.008611993064427337e-02,1.143287859002966134e-11,4.673347636139190072e-12,4.071167551943222912e-02,6.242826120009135924e-10,3.833043136184359777e-05
3.541610422603850943e-03,5.859398171849879345e-12,4.435626470476381206e-11,1.374143649962761837e-01,8.239061283382042081e-10,8.718240464453141207e-11,1.959208070428781340e-02,0.000000000000000000e+00,3.745289643871609064e-02,2.066867113263699757e-12,4.990811375293642995e-09,9.071779343012144966e-12,3.703726697028496723e-10,6.446518583056175429e-05,2.851764260150247386e-03,5.752222955035408651e-12,1.818989403545856476e-12,2.456307683575346413e-10,7.685949270386969991e-08,1.896424520579413908e-01
1.644657918423689827e-05,5.447895187697665358e-12,6.220752495433769930e-05,8.029636066693835930e-11,3.173450101078568580e-06,8.999010855571553097e-12,5.326718470523171458e-04,3.745289643871609064e-02,0.000000000000000000e+00,4.229135351288154103e-12,2.939328029433753341e-11,1.778811431256813458e-01,5.950974994915666606e-11,1.773514463378310971e-11,7.984272787397807248e-09,1.718617065100272734e-01,1.988129710020042576e-09,2.749460175941763340e-03,1.649162763197930097e-09,3.329342285186891013e-11
2.351530589702795415e-12,2.564936989737162318e-03,1.057122518592114313e-03,1.636031458278429368e-05,1.685749374442029958e-05,2.066246347028187162e-12,1.093303898237628496e-01,2.066867113263699757e-12,4.229135351288154103e-12,0.000000000000000000e+00,8.444867977573056184e-02,4.110093087740573116e-12,1.929945342618877291e-01,4.998918457826640565e-12,2.495613869221812550e-12,3.735012472067028049e-12,1.945374056914381066e-12,1.308363021677461525e-04,1.864467308949704152e-12,2.059070164530301609e-12
3.927153203086228837e-05,1.617788920538011654e-01,6.214815123719000158e-04,4.164862579349456821e-11,8.149737983526833107e-04,7.997299517106166129e-09,6.731737340302894161e-03,4.990811375293642995e-09,2.939328029433753341e-11,8.444867977573056184e-02,0.000000000000000000e+00,2.162961005765871342e-11,1.100949544869603419e-01,9.814055766626330474e-03,2.648046242203052563e-12,2.970082281973806350e-09,1.211712252907483356e-02,4.096253242138991370e-03,2.279417641386665542e-06,3.583018620537346689e-12
3.438402512472931450e-12,1.920259382413984790e-05,4.371750103667969942e-12,9.523228647462324324e-04,4.295155985265558734e-12,7.974195696829283021e-10,1.256258233859822160e-02,9.071779343012144966e-12,1.778811431256813458e-01,4.110093087740573116e-12,2.162961005765871342e-11,0.000000000000000000e+00,8.659529438551651289e-07,1.014982080710305891e-09,1.340863766174858563e-10,7.492122271607491263e-10,1.841389536998189577e-12,1.520455915607111527e-10,1.952798587398064944e-01,3.863739000023400701e-03
3.845084409606988044e-12,2.439026189531873223e-03,1.219827116509092022e-03,8.415711231113971177e-06,1.167427904755627150e-03,3.911733673724068557e-09,8.147772760089587452e-02,3.703726697028496723e-10,5.950974994915666606e-11,1.929945342618877291e-01,1.100949544869603419e-01,8.659529438551651289e-07,0.000000000000000000e+00,1.971622303415972141e-12,5.593755993046612276e-07,4.761510917746612073e-07,1.143400524653719920e-03,1.249788492064158315e-05,1.894977428331115091e-12,1.818989403545856476e-12
2.862348273000617813e-11,1.947032607243329438e-01,7.413490202721639961e-06,3.154540680636530402e-05,1.382142988111508407e-11,1.818989403545856476e-12,2.871892139871098742e-11,6.446518583056175429e-05,1.773514463378310971e-11,4.998918457826640565e-12,9.814055766626330474e-03,1.014982080710305891e-09,1.971622303415972141e-12,0.000000000000000000e+00,1.818989403545856476e-12,5.633321763748283095e-04,1.853756436209941239e-01,1.522112598674347173e-11,9.430143041627352346e-12,1.818989403545856476e-12
2.557663652482251803e-12,3.911872154269394627e-09,1.415707390212066555e-02,2.582482115924475408e-02,6.799058926684507786e-02,1.952798587406024411e-01,4.008611993064427337e-02,2.851764260150247386e-03,7.984272787397807248e-09,2.495613869221812550e-12,2.648046242203052563e-12,1.340863766174858563e-10,5.593755993046612276e-07,1.818989403545856476e-12,0.000000000000000000e+00,2.903396259679029151e-06,1.818989403545856476e-12,8.377568348547916391e-03,3.598843515547080901e-02,1.193507188940218723e-08
1.845050912149955036e-01,2.254124300083777416e-03,1.139527138501872070e-09,2.703456152880269817e-02,2.842272473888462803e-05,6.910880701607799724e-08,1.143287859002966134e-11,5.752222955035408651e-12,1.718617065100272734e-01,3.735012472067028049e-12,2.970082281973806350e-09,7.492122271607491263e-10,4.761510917746612073e-07,5.633321763748283095e-04,2.903396259679029151e-06,0.000000000000000000e+00,2.369266290078547200e-03,1.867336881427020170e-04,5.174042994751054756e-04,1.235621243508139983e-03
1.820449299893350803e-01,7.507563959181460037e-03,1.818989403545856476e-12,1.788586494601881539e-06,1.818989403545856476e-12,1.818989403545856476e-12,4.673347636139190072e-12,1.818989403545856476e-12,1.988129710020042576e-09,1.945374056914381066e-12,1.211712252907483356e-02,1.841389536998189577e-12,1.143400524653719920e-03,1.853756436209941239e-01,1.818989403545856476e-12,2.369266290078547200e-03,0.000000000000000000e+00,2.695973136851993318e-12,2.055432942080088486e-12,1.879168540146942743e-12
